name,cuisine,address,distinction,author,blurb,price,add_info
"
	Paulie Gee's
",Cuisine Pizza,"60 Greenpoint Ave., Brooklyn 11222","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			Owner Paul Giannone, aka Paulie Gee, channeled a lifelong love of pizza into this charmingly delicious spot that feels as if it has been around forever. Rustic in appearance, the room's cool concrete and brick are warmed by the glow of the wood-burning oven imported from Naples. From here, Giannone and his son work their magic. The addictive crust is beguilingly moist and chewy, perfumed with smoke, and adroitly salted. Killer wood-fired pies dominate the menu with tempting combinations, excellent ingredients, and whimsical names. Offerings may include the Harry Belafontina-fontina, tomatoes, beefy meatballs, cremini mushrooms, and golden raisins. Vegans get equal respect here, with an added menu of vegan cheese and house-made vegan sausage.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 60 Greenpoint Ave., Brooklyn 11222
Phone +13479873747
Website: http://www.pauliegee.com


Driving directions

]"
"
	Greenpoint Fish & Lobster Co.
",Cuisine Seafood,"114 Nassau Ave., Brooklyn 11222",[[standing-12]],MICHELIN guide inspectors,"
			Fronted by green awnings, and flooded with light, this corner gem is equal parts sustainably sourced fish market and fantastic eat-in spot. Walk past iced specimens to claim a seat at the white marble counter; then dig into the day's catch dressed-up with global influences. New England clam chowder is given the classic treatment, while grilled sea bass skewers are accompanied by a Thai coconut-and-peanut dipping sauce. Local fluke touched by extra virgin olive oil, a squeeze of Meyer lemon, and Maldon sea salt is an example of the first-rate crudo of the day; while Baja-style fish tacos feature tortillas stuffed with fried pollack, shredded cabbage, and chipotle-lime mayonnaise. For the fish-free, a raw vegan kelp noodle-pad Thai is remarkably satisfying.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 
Useful information

Address 114 Nassau Ave., Brooklyn 11222
Phone +17183490400
Website: http://www.greenpointfish.com


Driving directions

]"
"
	Roberta's
",Cuisine Contemporary,"261 Moore St., Brooklyn 11206","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			Entering through this (now) iconic red door is like a trip through the looking glass and into Bushwick's foodie wonderland. The city's love affair with Roberta's seems stronger each year, and for good reason. Everything from the industrial space to the underground Bohemian vibe epitomizes Brooklyn-chic. A new takeaway option has been added to the compound, so when the wait for a table is too long, snag a porchetta sandwich to-go. Queens native Carlo Mirarchi leads a talented kitchen and its menu of beautifully prepared pasta, vegetables, and more. Many diners stick to the creatively named, less than purely Italian pizza, like the Speckenwolf: freshly dried oregano, house-made mozzarella, thinly sliced speck, red onion, and roasted cremini mushrooms.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside
Brunch

, 
Useful information

Address 261 Moore St., Brooklyn 11206
Phone +17184171118
Website: http://www.robertaspizza.com


Driving directions

]"
"
	Le Fond
",Cuisine French,"105 Norman Ave., Brooklyn 11222",[[standing-12]],MICHELIN guide inspectors,"
			Chef-owner Jake Eberle's cute corner restaurant shows us that not every dish needs reimagining and not every recipe requires reinterpretation. He's a French-trained chef whose cooking is crisp, clean, and comfortingly classic-and his well-balanced menu includes words like ""roulade"" and ""blancmange"" that here seem curiously reassuring. That's not to say his food doesn't pack a punch: the rich, meaty cassoulet could keep an army on the march for days. Globe lights hang from the ceiling to illuminate a sea-blue room with bespoke wooden furniture. The acoustics can be bouncy and those lacking the necessary padding will find the seating a little numbing. But, there is honest toil and earnest endeavor happening here and it deserves support.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 105 Norman Ave., Brooklyn 11222
Phone +17183896859
Website: http://www.lefondbk.com


Driving directions

]"
"
	Blanca
",Cuisine Contemporary,"261 Moore St., Brooklyn 11206","[[star], [star], [star], [star], [standing-13]]",MICHELIN guide inspectors,"
			Tucked deep into the Roberta's compound-that den of restaurant cool that helped elevate seedy Bushwick into a legitimately haute food 'hood-lays this gleaming warehouse kitchen aimed at the serious eater. If you're lucky enough to snag a seat at Blanca, you'll make your way first into Roberta's lively, corrugated metal-facade, past the delicious smell of their wood-burning pizza oven and sound of vinyl records playing the blues, and through the buzzing outdoor garden. Can this many tattooed urbanites and Millennials know something you don't? Indeed. Blanca's interior is sleek and minimal, with a pristine white counter lined with cognac leather stools positioned to watch the chefs create each dish. Chef Carlo Mirarchi's nightly 20-course menu is never published beforehand, nor does the restaurant take any dietary accommodations into account. The message is loud and clear: trust us and we'll delight your senses. And delight it does as dinner might begin with deep orange lobes of sea urchin dusted with coarse sea salt and a tiny dollop of warm polenta. Then move on to impeccably fresh sliced fluke in almond water and plum vinegar, topped with fennel fronds; or tender ravioli fat with spicy 'nduja and laced with zesty grated orange.
				","
			From 75 USD
			to 150 USD
","[
Meal prices

over $75

, 
Useful information

Address 261 Moore St., Brooklyn 11206
Phone +13477992807
Website: http://www.blancanyc.com


Driving directions

]"
"
	Karczma
",Cuisine Polish,"136 Greenpoint Ave., Brooklyn 11222",[[standing-12]],MICHELIN guide inspectors,"
			Located in a slice of Greenpoint that still boasts a sizeable Polish population, Karczma offers a lovely old-world ambience that may belie its age (opened for five-plus years) but perfectly matches its very traditional, budget-friendly menu. Hearty offerings may include peasant-style lard mixed with bacon and spices, or a plate of Polish specialties piled high with pierogies (three varieties, steamed or fried, topped with sliced onions and butter), kielbasa, potato pancakes, hunter's stew, and stuffed cabbage. Grilled plates can be prepared for two or three, while others, like the roasted hocks in beer, could easily feed an army. The quaint, farmhouse-inspired interior is efficiently staffed with smiling servers in floral skirts and embroidered vests.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 136 Greenpoint Ave., Brooklyn 11222
Phone +17183491744
Website: http://www.karczmabrooklyn.com


Driving directions

]"
"
	Selamat Pagi
",Cuisine Indonesian,"152 Driggs Ave., Brooklyn 11222",[[standing-12]],MICHELIN guide inspectors,"
			This curious little café in the far reaches of Greenpoint is owned by the folks behind Van Leeuwen artisanal ice cream. The whitewashed room has limited seating between the wood plank banquette and metal chairs. Dining here is utterly charming, unique, and cheap. Selamat Pagi means ""good morning"" in Balinese and it greets the 'hood with brunch on the weekend. The concise menu of fragrant and flavorful cooking keeps people coming back for luscious compositions like nasi campur-chopped long bean lawar dressed in lime juice, galangal, and toasted coconut, served with prawn crackers plus shaved red chili. A Bali fish salad seasoned with turmeric and shallot is yet another favored treat. And for dessert, choose a scoop of sticky black rice or lemongrass ice cream.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 152 Driggs Ave., Brooklyn 11222
Phone +17187014333
Website: http://www.selamatpagibrooklyn.com


Driving directions

]"
"
	Lucky Luna
",Cuisine Fusion,"167 Nassau Ave., Brooklyn 11222",[[standing-12]],MICHELIN guide inspectors,"
			There's no other restaurant around like Lucky Luna. Seriously. Their delicious menu is a hybrid of Taiwanese and Mexican cuisine. The pizzazz on the plate is served in a simple yet tidy assemblage of glossy black tables, and an ambitious beverage program makes the small bar a total draw. Mom's sweet-and-sour cucumber salad, flavored with ginger and garlic, is a bracing start for Peking duck confit bao spread with hoisin mayonnaise, garnished with crispy duck chicharrònes and duck fat popcorn dusted with Chinese five spice. Another hit: the taco of ""reverse"" carnitas is a pile of succulent pork shoulder that's been seared then braised in a broth of beer, oranges, and tomatoes, and finally topped with crunchy bits of radish and spicy pickles.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Notable cocktail list

, 
Useful information

Address 167 Nassau Ave., Brooklyn 11222
Phone +17183836038
Website: http://www.luckyluna-ny.com


Driving directions

]"
"
	Arrogant Swine
",Cuisine Barbecue,"173 Morgan Ave., Brooklyn 11237",[[standing-12]],MICHELIN guide inspectors,"
			A boon to this otherwise industrial warehouse neighborhood, Arrogant Swine's whitewashed brick walls and rows of picnic tables steadily fill with hungry patrons. Striking exterior wall murals and the aroma of sweet smoke both impress from the approach. Heat lamps extend the season for savoring slow-cooked pork outdoors, with rock music and a smoke-fueled barbecue buzz in the background. Whole hog barbecue is the specialty here-smoked slow and whole over live embers, resulting in tender, glistening meat. The loin, shoulder, jowl, and more are then chopped or pulled and tossed with Carolina-style vinegar sauce. Sides complete the downhome experience, especially their traditional cornpone (savory cornbread in an iron skillet with bacon drippings and slaw).
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Notable beer list

, 
Useful information

Address 173 Morgan Ave., Brooklyn 11237
Phone +13473285595
Website: http://www.arrogantswine.com


Driving directions

]"
"
	Fitzcarraldo
",Cuisine Italian,"195 Morgan Ave., Brooklyn 11237",[[standing-13]],MICHELIN guide inspectors,"
			Nestled into a remote web of Brooklyn where hip East Williamsburg meets even hipper Bushwick, it was almost guaranteed that the new Fitzcarraldo (brought to you by Rucola partners, Henry Rich and Julian Brizzi) would deliver on style. And that it does-welcoming diners with a lazy string of bistro lights, an enormous picture window, rustic bare wood tables, and a thumping open kitchen. It's a sexy, clandestine little nook, perfected with industrial style. Luckily, the delicious food is given equal attention, with a sharp-as-tacks service staff pushing out creative fare like the warm, crispy farinata, served in a cast iron skillet and humming with fragrant pesto and a chunky tomato sauce; or tender orecchiette bathed in creamy cacio e pepe.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Brunch

, 
Useful information

Address 195 Morgan Ave., Brooklyn 11237
Phone +17182332566
Website: http://www.fitzbk.com


Driving directions

]"
