name,cuisine,blurb,num_words,high_price,low_price,currency,distinctions,photos,photo_count,add_info,latitude,longitude,comments,num_comments,special_comment,avg_price,avg_USD,standing,bib,stars,assiette,value_menu
Pontuel, Modern ,"This restaurant has two modern dining rooms, one on each floor, both with a designer decor, glass frontage and views of the castle. Modern cooking based around traditional roots and enhanced by creative touches.",34,60.0,12.0,EUR,[[standing-13]],[],0,"[Menu 12/60 € - Carte 25/43 €, Interesting or extensive view, Air conditioning, No dogs allowed, Address Largo de Camões 15, 2410-127 Leiria, Phone +351244821517, Email pontuel@pontuel.pt, Website: http://www.pontuel.pt]",39.742218,-8.804214,,0,,36.0,40.26,13.0,0,0,0,0
Emo, Modern ,"Enjoy fine views of the golf course from the modern restaurant situated on the first floor of the hotel. The menu has a Mediterranean focus, including modern dishes and a number of tasting menus.",34,80.0,45.0,EUR,[[standing-14]],[],0,"[Menu 59/80 € - Carte 45/71 €, dinner only, Meals outside, Air conditioning, No dogs allowed, Address Av. dos Descobrimentos, Victoria Gardens, 8125-135 Vilamoura, Phone +351289317000, Email experience.victoria@tivolihotels.com, Website: http://www.tivolivictoria.com]",37.08078,-8.10969,,0,,62.5,69.89,14.0,0,0,0,0
Paços da Rainha, International,Beautifully appointed restaurant with a classic contemporary decor. Enjoy updated traditional dishes with a Mediterranean flavour.,16,40.0,20.0,EUR,[[standing-14]],[],0,"[Menu 20 € - Carte 25/40 €, Wheelchair accessible, Air conditioning, No dogs allowed, Garage, Address Rua de Leiria, 2426-909 Monte Real, Phone +351244618900, Email palace.hotel@termasdemontereal.pt, Website: http://www.termasdemontereal.pt]",39.85182,-8.86415,,0,,30.0,33.55,14.0,0,0,0,0
The Yeatman, Creative,"A stylish, contemporary dining experience enhanced by lots of natural light and stunning views of Oporto on the opposite bank. Innovative cuisine, represented by several set menus and a choice of à la carte dishes. This is all accompanied by one of the best wine lists in Portugal.",48,98.0,65.0,EUR,"[[star], [standing-20]]","[https://download.viamichelin.com/images/michelin_guide/xlarge/296064_1.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/296064_2.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/296064_3.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/296064_4.jpg]",4,"[Menu 90 € - Carte 65/98 €, dinner only, A particularly interesting wine list, Interesting or extensive view, Meals outside, Wheelchair accessible, Air conditioning, No dogs allowed, Garage, Address Rua do Choupelo, 4400-088 Vila Nova de Gaia, Phone +351220133100, Email reservations@theyeatman.com, Website: http://www.theyeatman.com]",41.13375,-8.61302,,0,,81.5,91.14,20.0,0,1,0,0
Convivio, Méditerranéenne,"Les chaleureux lambris de bois créent un charme traditionnel auquel les lignes épurées de l'aménagement donnent une note moderne. Dans cette belle ambiance, on sert une cuisine italienne fraîche et savoureuse, et sur commande préalable, on pourra aussi déguster des plats originaires d'Espagne, comme le patron : cochon de lait, tapas, etc.",52,101.0,45.0,CHF,[[standing-13]],[],0,"[Formule 34 CHF, Menu 45 CHF (déjeuner en semaine)/78 CHF - Carte 70/101 CHF, Air conditionné, Adresse Rotwandstr. 62, 8004 Zürich, Téléphone +41433220053, Email ramosconvivio@gmail.com, Site web http://www.convivio.ch]",47.3753,8.52842,,0,,73.0,75.04,13.0,0,0,0,0
Stapferstube da Rizzo, Mediterranean,"Southern Italian Giovanni Rizzo has been calling the shots here at Stapferstube, a well-known Zürich eatery, for some time now. As a result the food has a strongly Italian feel as evidenced by the delicious pan-fried squid with garlic, herbs and chilli. The food is served in a friendly, rustic setting and outdoors in summer. Conveniently, the restaurant has its own car park.",63,119.0,64.0,CHF,"[[bib-gourmand], [standing-13]]",[],0,"[Lunch 37 CHF, Menu 65/110 CHF - Carte 64/119 CHF, No dogs allowed, Enclosed car park, Address Culmannstr. 45, 8006 Zürich, Phone +41443501100, Email mail@stapferstube.ch, Website: http://www.stapferstube.com]",47.38523,8.54458,,0,,91.5,94.06,13.0,1,0,0,0
Zunfthaus zur Zimmerleuten,  traditionnelle,"Depuis plus de 550 ans, ce monument commémoratif zurichois au bord de la Limmat appartient à la corporation des charpentiers. Après un complet rafraîchissement, on savoure aujourd'hui au premier étage une cuisine traditionnelle ambitieuse dans un cadre très élégant. Un étage plus haut, la très belle Zunftsaal (salle de la corporation) accueille des événements en tout genre. L'ambiance est plus simple dans la jolie Küferstube (salle des tonneliers), qui sert une cuisine bourgeoise.",73,104.0,72.0,CHF,[[standing-13]],[],0,"[Formule 35 CHF - Carte 72/104 CHF, Air conditionné, Interdit aux chiens, Salons particuliers, Adresse Limmatquai 40, 8001 Zürich, Téléphone +41442505365, Email info@zunfthaus-zimmerleuten.ch, Site web http://www.zunfthaus-zimmerleuten.ch]",47.37249,8.54199,,0,,88.0,90.46,13.0,0,0,0,0
Trilby, International|Meats,"You might want to doff your own trilby as you enter this elegant and welcoming restaurant. The speciality is the outstanding beef, whether it is Scottish (Black Angus), Japanese (Wagyu Kobe) or Swiss (Simmental), accompanied by a choice of original sauces.",41,114.0,54.0,CHF,[[standing-13]],[],0,"[Menu 85 CHF - Carte 54/114 CHF, Wheelchair accessible, Air conditioning, Garage, Address Rue de Richemont 18, 1202 Genève, Phone +41225446666, Email nvy@manotel.com, Website: http://www.hotelnvygeneva.com]",46.21575,6.14882,,0,,84.0,86.35,13.0,0,0,0,0
Krone, International|Traditional ,"Aline and Gion Spescha's Krone is a typical old, timber-framed house outside and a modern, minimalist-style restaurant within. Gion's cuisine comes in two varieties: traditional Graubünden dishes, such as local speciality Capuns Sursilvans (stuffed chard leaves), and more modern offerings including tilapia served on a bed of Southeast Asian vegetables in wasabi foam.",53,115.0,56.0,CHF,"[[bib-gourmand], [standing-13]]",[],0,"[Lunch 30 CHF, Menu 85/115 CHF - Carte 56/98 CHF, booking advisable, Private dining rooms, Enclosed car park, Address Zürichstr. 4, 8134 Adliswil, Phone +41447712205, Email willkommen@krone-adliswil.ch, Website: http://www.krone-adliswil.ch]",47.31243,8.52715,,0,,85.5,87.89,13.0,1,0,0,0
Frohsinn, Traditional ,Here you will find Austrian hospitality and excellent value for money. Traditional dishes from the lands to the East are meticulously prepared.,22,69.0,44.0,CHF,"[[standing-12], [good-value-menu]]",[],0,"[Lunch 18 CHF - Carte 44/69 CHF, Private dining rooms, Enclosed car park, Address Obergerlafingerstr. 5, 4563 Gerlafingen, Phone +41326754477, Email r.frohsinn@bluewin.ch]",47.17046,7.5731,,0,,56.5,58.08,12.0,0,0,0,1
L'Auberge d'Hermance,  traditionnelle,"Une charmante auberge, installée dans cette petite cité médiévale au bord du lac. La cuisine d'Andreas Keese est tout simplement délicieuse, comme en témoigne ce ceviche de féra du Léman aux fleurs de sureau et citron combava. Et la terrasse, donnant sur une cour intérieure, est particulièrement romantique !",49,152.0,72.0,CHF,"[[standing-13], [good-value-menu]]",[],0,"[Formule 20 CHF, Menu 72/88 CHF - Carte 77/152 CHF, Avec chambres, Adresse Rue du Midi 12, 1248 Hermance, Téléphone +41227511368, Email info@hotel-hermance.ch, Site web http://www.hotel-hermance.ch]",46.30193,6.243442,,0,,112.0,115.14,13.0,0,0,0,1
Walserstube, Regional,This cosy restaurant is one of the leading eateries in the Prättigau valley. It offers fine food made using good local produce and served by a friendly and accomplished front-of-house team. Excellent wine list.,34,164.0,104.0,CHF,"[[star], [standing-19]]","[https://download.viamichelin.com/images/michelin_guide/xlarge/179439_1.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/179439_2.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/179439_3.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/179439_4.jpg]",4,"[Menu 104/164 CHF, dinner only, A particularly interesting wine list, Garage, Address Landstr. 141, 7250 Klosters, Phone +41814102929, Email info@walserhof.ch, Website: http://www.walserhof.ch]",46.87171,9.88114,,0,,134.0,137.75,19.0,0,1,0,0
The Rustico Hotel, International,"In this absolutely charming informal hotel Asian dishes with a European influence are prepared. The attractive 226 year-old 'Prattiger Hüschi' next door serves fondue and raclette in winter. No less comfortable are the pretty, well-kept guestrooms.",36,111.0,35.0,CHF,[[standing-12]],[],0,"[Lunch 23 CHF, Menu 35/110 CHF - Carte 49/111 CHF, With rooms, No dogs allowed, Enclosed car park, Address Landstr. 194, 7250 Klosters, Phone +41814102288, Email hotel-rustico@bluewin.ch, Website: http://www.hotel-rustico.ch]",46.86622,9.88242,,0,,73.0,75.04,12.0,0,0,0,0
Alte Krone,  traditionnelle,"Le patron Mario Eberharter a fait souffler un vent nouveau dans cette auberge historique : on a bien sûr conservé la belle cave voûtée, mais le cadre est devenu plus agréable. Quel plaisir d'y déguster des plats comme le filet de perche au sabayon de moutarde de Dijon ou le cordon bleu de porc alpin, tout aussi délicieux sur la jolie terrasse à l'arrière du bâtiment.",66,86.0,39.0,CHF,[[standing-12]],[],0,"[Formule 24 CHF - Carte 39/86 CHF, Salons particuliers, Adresse Goethestr. 12, 8712 Stäfa, Téléphone +41449264010, Email info@altekrone.ch, Site web http://www.altekrone.ch]",47.24168,8.723329,,0,,62.5,64.25,12.0,0,0,0,0
Brasserie Lipp, Traditional ,"Despite its location on the top floor of the Confédération Centre shopping mall, diners will be in no doubt that they are in a typical brasserie from the moment they enter, thanks to the old counter, padded benches and chandeliers. At tables set close together, both in the dining room and on the terrace, feast on hearty classics such as oysters, calf's head and choucroute!",65,100.0,54.0,CHF,[[standing-12]],[],0,"[Lunch 35 CHF - Carte 54/100 CHF, A particularly interesting wine list, Air conditioning, No dogs allowed, Private dining rooms, Address Rue de la Confédération 8, 1204 GENEVE, Phone +41223188030, Email contact@brasserielipp.ch, Website: http://www.brasserielipp.ch]",46.203114,6.145195,,0,,77.0,79.16,12.0,0,0,0,0
Stefs Freieck, Swiss,"In the trendy Seefeld quarter of Zürich, the charming Meinrad Schlatter welcomes you into his tiny Biedermeier-style house. He serves his partner's Stefan Wieser's good food in this cheery restaurant. The international dishes with a regional touch include Lucerne ham terrine (from pigs fed on brewers' yeast).",47,103.0,67.0,CHF,[[standing-12]],[],0,"[Menu 85 CHF - Carte 67/103 CHF, dinner only - booking advisable, No dogs allowed, Private dining rooms, Address Wildbachstr. 42, 8008 Zürich, Phone +41443804011, Email office@stefs.ch, Website: http://www.stefs.ch]",47.3566,8.55731,,0,,85.0,87.38,12.0,0,0,0,0
St. Georg, Swiss,"The exterior of this lovely 16C chalet provides a strong clue to the nature of the charming Alpine decor you will find inside. St Georg's location in this quiet village, also known for its musical events, makes the tables on the terrace particularly pleasant. The cuisine is regional and traditional with a few modern touches.",55,110.0,32.0,CHF,[[standing-12]],[],0,"[Lunch 30 CHF, Menu 35 CHF (weekday lunch)/110 CHF - Carte 32/83 CHF, Private dining rooms, Address Dorfplatz, 3995 Ernen, Phone +41279711128, Email info@stgeorg-ernen.ch, Website: http://www.stgeorg-ernen.ch]",46.39895,8.145699,,0,,71.0,72.99,12.0,0,0,0,0
Neue Forch, Italian,"It is convenient that this neat little restaurant on the edge of Forch is easily accessible by train as the Italian hospitality offered here comes highly recommended. Owner Renato Zambelli and his chef Luca Grandin serve up fresh pasta dishes and delicious specialities from the open grill, accompanied by a good wine selection. On warm summer days the terrace offers a fine view.",63,114.0,56.0,CHF,[[standing-17]],[],0,"[Lunch 35 CHF - Carte 56/114 CHF, booking advisable, Enclosed car park, Address Alte Forchstr. 65, 8127 Forch, Phone +41432880788, Email restaurant@neueforch.ch, Website: http://www.neueforch.ch]",47.325,8.64224,,0,,85.0,87.38,17.0,0,0,0,0
Steinburg, Classic ,"In this 180 year-old inn at the entrance to the village, you will find Daniel Schöchli busy in the kitchen creating his ambitious food, while his charming wife takes charge front of house. Try Dani's veal cutlet from the traditional, classic menu. Downstairs there is also a bistro that boasts a log cabin style decor in winter and a beach theme in the summer!",64,122.0,44.0,CHF,[[standing-13]],[],0,"[Lunch 28 CHF, Menu 44 CHF (weekday lunch)/115 CHF - Carte 61/122 CHF, Address Seestr. 110, 8700 Küsnacht, Phone +41449100638, Email welcome@steinburg.ch, Website: http://www.steinburg.ch]",47.321,8.57862,,0,,83.0,85.32,13.0,0,0,0,0
Golden Dragon, Chinese,"Not all the food in Davos is regional, as evidenced by this Chinese restaurant. Try the Jasmine menu (for three or more). And as you would expect at the Grischa, everything is high class and harmoniously designed in wood, stone and leather in elegant, warm, dark tones.",47,87.0,39.0,CHF,[[standing-13]],[],0,"[Menu 39/68 CHF - Carte 59/87 CHF, bookings advisable at dinner, Wheelchair accessible, Enclosed car park, Address Talstr. 3, 7270 Davos Platz , Phone +41814149797, Email info@hotelgrischa.ch, Website: http://www.hotelgrischa.ch]",46.79137,9.82038,,0,,63.0,64.76,13.0,0,0,0,0
Belvoir, International,"Things to note here are firstly the clean, modern style, secondly the stunning view (not surprisingly, particularly impressive from the terrace) and thirdly the steak restaurant where a variety of different cuts are cooked to order on the charcoal grill in the evenings. Otherwise the menu includes both contemporary dishes and classics, such as steak Chateaubriand. Smaller lunchtime menu.",59,100.0,34.0,CHF,[[standing-13]],[],0,"[Lunch 25 CHF, Menu 34 CHF (weekday lunch) - Carte 73/100 CHF, Wheelchair accessible, Air conditioning, Garage, Address Säumerstr. 37, 8803 Rüschlikon, Phone +41447238383, Email info@hotel-belvoir.ch, Website: http://www.hotel-belvoir.ch]",47.30536,8.54968,,0,,67.0,68.88,13.0,0,0,0,0
focus, Creative,"Focus offers ultra-modern, simple yet luxurious design, a grandiose view and one of the loveliest terraces on the lakefront. Yet all this is surpassed by the 9-course menu served up every night by Nenad Mlinarevic, one of the new stars of the Swiss culinary world. In this very special setting, sit back and enjoy his intense and expressive cuisine accompanied by one of the most extensive wine lists in Europe.",70,225.0,150.0,CHF,"[[star], [star], [standing-20]]",[],0,"[Menu 150/225 CHF, dinner only - booking advisable, A particularly interesting wine list, Wheelchair accessible, Air conditioning, No dogs allowed, Garage, Address Seestr. 18, 6354 Vitznau, Phone +41413996060, Email info@parkhotel-vitznau.ch, Website: http://www.parkhotel-vitznau.ch]",47.00919,8.48342,,0,,187.5,192.75,20.0,0,2,0,0
Rebe, Traditional ,"Manager Jeannin Meili has brought a breath of fresh air to this 300-year-old timber-framed house, combining country elegance - the highly polished rustic tables are wonderful - with Felipe Almeida's good, traditional cuisine. There are also a number of individually decorated guestrooms if you want to stay the night.",49,76.0,39.0,CHF,[[standing-12]],[],0,"[Lunch 24 CHF - Carte 39/76 CHF, With rooms, Private dining rooms, Enclosed car park, Address Dorf 20, 8704 HERRLIBERG, Phone +41449152727, Email welcome@rebeherrliberg.ch, Website: http://www.rebeherrliberg.ch]",47.28633,8.61628,,0,,57.5,59.11,12.0,0,0,0,0
