name,cuisine,blurb,price,author
"
	Biáng!
",Cuisine Chinese,"
			Biáng! isn't exotic by accident. In fact, Chef/owner Jason Wang's cuisine interplays contrasts and textures with the intention to excite. Tucked into Flushing's main artery, the setting is boisterous and tables are busy, but shabby-chic details like a plate-glass exterior are the first sign that you're in for an unencumbered and unique treat. Dark walls and floors cover the inside, but gentle lighting and lofty ceilings add dimension to the narrow space. Strong flavors and fiery oils star in dishes like crispy lotus root tossed in an earthy sesame vinaigrette; fresh buckwheat noodles mingled with cucumber, soy, and mustard oil; and chang, hot, creamy tofu with pickled vegetables. Lamb burgers seasoned with jalapeños and cumin are a fitting signature.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Dumpling Galaxy
",Cuisine Chinese,"
			Neon bounces off all the new, shiny surfaces at Dumpling Galaxy, inside the Arcadia Mall. Navigate beyond the phone retailers and stalls to find this huge, modern space full of red booths and hanging red lights. Spiffy and inviting, the newcomer is already lauded for crafting scores of dumpling variations, plus comforting entrées that shouldn't be ignored. Fill your table with a dumpling feast, stuffed chock-full of duck and mushroom, spicy-sour squash, or lamb and celery redolent of lemongrass and spices. Larger dishes are equally memorable; those cold, thick, slurp-inducing green bean noodles soaked in heady, tart black vinegar with raw white sesame seeds, cilantro, cucumbers, and wood-ear mushrooms will have you coming back for more...and then some more.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
"
	Hunan Kitchen of Grand Sichuan
",Cuisine Chinese,"
			As New York's Sichuan renaissance continues apace, this pleasant and unpretentious Hunanese spot has popped up on Flushing's Main Street. The look here is tasteful and uncomplicated; the cooking is fiery and excellent. The extensive menu of Hunan specialties includes the likes of the classic regional dish, pork ""Mao's Style"" simmered in soy sauce, Shaoxing wine, oil, and stock, then braised to tender perfection. Boasting heat and meat in equal amounts, the spicy-sour string beans with pork expertly combines rich and savory aromatics, vinegary beans, and fragrant pork with tongue-numbing peppercorns. The barbecue fish Hunan-style is a brilliant menu standout. Smaller dishes, like winter melon with seafood soup, round out an expertly prepared meal.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
"
	Joe's Shanghai
",Cuisine Chinese,"
			Patience is a virtue at Joe's Shanghai, where a hectic rush to snag a table precedes a visit for the soup dumplings. As with most Flushing restaurants, flavor outdoes the interior decoration, with walls in need of fresh paint and dated furnishings. What the atmosphere lacks, the food fulfills as the kitchen swiftly prepares delicate xiao long bao, that despite stiff competition, still stand a head above the rest. The chefs have perfected the art of wrapping hot liquid into these soft, thin pouches, complete with spiraled shoulders. To bite into a soup dumpling is so sensual that diners don't even bother to glance at the flat-screens hanging in the dining room. While the menu offers fried bean curd and smoked fish, nothing sticks like the dumplings.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Hunan House
",Cuisine Chinese,"
			Located along quiet Northern Boulevard in Flushing, Hunan House offers a delicious reprieve from the street. The interior is crisp and sophisticated, with dark, ornately carved wood and thick linen tablecloths. But, the real draw here is the wonderfully authentic Hunanese fare, with its myriad fresh river fish; flavorful preserved meats; complex profiles; and mouth-puckering spice. Hunan House's menu is filled with exotic delights, but don't miss the wonderful starter of sautéed sour string beans featuring minced pork, chilies, ginger, and garlic; smoky dried bean curd with the same preserved meat; or spicy sliced fish-Hunan style, perfectly cooked and served in a delicious pool of fiery red sauce and plated with tender bulbs of bok choy.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
"
	Lu Xiang Yuan
",Cuisine Chinese,"
			The ambience appears unassuming and ordinary, but Lu Xiang Yuan is an outstanding choice for tasty, affordable, regional Qingdao fare. The crowds have calmed, so tables are often available at peak meal times. This is the place to hit for deep bowlfuls of restorative Chinese noodle soups that could carry you through the day-picture translucent bean threads, long slices of dried tofu, and morsels of lamb bobbing among fragrant cilantro, Chinese wolfberries, and black tree mushrooms in a broth enhanced with smoky chili paste. Other intriguing dishes unveil delicate kingfish steaks that have been subtly smoked, gently spiced, and served chilled. The black bone chicken and ginseng soup showcases the dark flesh and deep flavor of its ingredients.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
"
	Imperial Palace
",Cuisine Chinese,"
			You might mistake Imperial Palace for one of those red awning-covered restaurants on this strip of Chinese eateries-but don't. While it may share the same lettered signage, wide windows, and nondescript facade, inside find some of the best sticky rice and Dungeness crab Flushing has to offer. Seafood is front and center, with servers promptly presenting everything from deep-fried jumbo shrimp tossed with candied sesame walnuts to shrimp-stuffed tofu with slices of conch. It's easy to plow through all the fresh shellfish dishes with a chilled beer and sweet rice, but try to leave room for the clam casserole: a spicy broth full of Cantonese flavors, loads of onions, and small, briny clams, finished with a sprinkling of crisp coriander stems.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Sik Gaek
",Cuisine Korean,"
			There may be glitzier Korean spots in town, but insanely delicious, exceedingly simple Sik Gaek assures a good time, every time. Dressed in silly costumes, the staff is always having a blast in this seasonally decorated shack-like dining room featuring corrugated metal roofs, street lights, buckets for shells, and walls papered in dollar bills. Booths along the edge are filled with noisy regulars. The kitchen serves the ocean's bounty, starting with a deliciously crisp and gargantuan pancake, pajeon, studded with seafood and kimchi begging to be dipped in enticingly salty soy-sesame sauce. A cloudy soup bobbing with tofu arrives piping hot, boasting that sharp, nutty, telltale flavor of fermented bean curd, and seems to have its own restorative powers.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Tong Sam Gyup Goo Yi
",Cuisine Korean,"
			Murray Hill is no stranger to Korean food, but this prized, pig-loving barbecue destination is always packed. Inside, the bright room's décor forgoes all frills to focus on regional specialties. Smiling servers are earnest and hospitable. Begin with the usual but very exquisite banchan like pickled turnips, fermented bean paste soup, and specially aged house kimchi-funky, garlicky, and a total pleasure. Bowls of glassy naengmyun noodles dancing in a chilled broth with kimchi are just as popular. Yet what makes this place unique is that barbecue grill on each table, used for sizzling slices of flavorful duck with miso, garlic cloves, and bean sprouts; spicy, tender bits of octopus; and sweet, fatty pork with soy sauce, red chili paste, and scallions.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Happy Family Hotpot
",Cuisine Chinese,"
			You'll think you've died and gone to Hong Kong. Every table at this popular Flushing hot pot spot is fitted out with iPads and a square cooker, and the interior is ultra sleek. Think tufted white leather walls and flat-screen televisions dangling over the tables. It's a stylish place to cool your heels but the real star of the show exists within the kitchen's authentic hot pot selection-pork brain, anyone? You can build your own, choosing from 70+ dunkables like tender pork belly that cooks in a flash; paper-thin taro root; tender baby greens; flavorful head-on shrimp; or chewy udon noodles. From there, choose either the mild white broth or an irresistibly spicy red one bobbing with peppercorns. Better yet, get both, also known as a half and half.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
"
	Iki Japanese
",Cuisine Japanese,"
			This upscale Japanese restaurant tucked into the newly constructed Hyatt Place Hotel is a lovely addition to the Queens dining scene. Duck inside the modern glass façade and you're greeted with curving leather booths; thick wood tables; and beautiful blonde flooring. You've seen this before, you think to yourself, but only in Brooklyn or Manhattan. This is Queens in high heels. Diners can opt for traditional omakase or à la carte: the former might begin with silky house-made tofu, topped with caviar and cool dashi. Then move on to a fresh Dungeness crab salad with yuzu jelly and crab roe; soft shell crab and zucchini flower tempura; soft Wagyu carpaccio dusted with sea salt and truffles; or a bright, rainbow-assortment of fresh sushi.
				","
			From 50 USD
			to 74 USD
",MICHELIN guide inspectors
"
	Nan Xiang Xiao Long Bao
",Cuisine Chinese,"
			Also known as Nan Xiang Dumpling House, it is easily found among a strip of restaurants reflecting the diversity of Flushing's dominant Asian population. Simply decorated, the comfortable dining room features rows of closely set tables and a mirrored wall that successfully gives the illusion of space. The enjoyable and interesting menu focuses on noodle-filled soups, toothsome stir-fried rice cakes, and the house specialty, juicy dumplings. These are made in-house and have a delicate, silky wrapper encasing a flavorful meatball of ground pork or crab with rich tasting broth. Eating the specialties may take some practice, but take your cue from the slurping crowd: puncture the casing on your spoon to cool the dumplings and avoid scalding your mouth.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
