name,cuisine,blurb,ZIP,latitude,longitude,avg_USD,stars,bib,assiette,wine,view,garden,outside_dining,air_conditioning,no_dogs,parking,dinner_only,wheelchair,private_dining,with_rooms,booking,lunch_only,dinner_tasting,valet
The Gander, Contemporary,"This elegant companion to Chef Jesse Schenker's West Village hit, Recette, imbues each dish with distinct originality. The space flows from an inviting front lounge to a cozy back dining room, dressed with burlap ceiling pendants and ivory terrazzo flooring. Go for the four-course prix-fixe dinner to experience this clever and delightful cuisine. Creamy anchovy dressing and meaty bacon join in the chef's take on this classic reinterpretation of a wedge salad. Risotto-style beluga lentils balance intense mushroom stock with a subtle hit of jalapeños. Many dishes highlight delicious restraint, like the pan-roasted branzino with foamy and mild foie-gras veloute. Finish with the slender bar of chocolate torte with white chocolate-miso ganache and fennel ice cream.",10011,40.738995,-73.99289,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Top, Contemporary,"Morningside Heights' scholarly set, already familiar with Jin Ramen, has been quick to adopt this bistro from the same team of partners. A mural of the Harlem Viaduct gives the low-key setting a sense of place, while friendly service accentuates the neighborly vibe. Global accents mark Flat Top's cuisine in starters like a caprese salad with burrata, or shrimp ceviche. Meanwhile entrées have included black pepper-flecked roasted chicken breast. The latter is presented sliced over steamed Yukon gold potatoes and a mouthwatering herb sauce made from puréed cilantro, roasted jalapeños, and hint of cream. For dessert, a dressed-up chocolate cake is layered with whipped ganache, crispy bits of feuilletine, and presented with a side of Guinness ice cream.",10027,40.810135,-73.95853,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minton's, American,"This grand jazz club is the sister act to The Cecil, located next door. Don a jacket (as recommended for men) and settle into its throwback surroundings to feast and listen to the sweet sounds of live jazz. The art deco interior references Minton's 1938 opening, and black-and-white portraits pay homage to the legendary figures who have graced this stage. The only distraction from the music is the cooking: an updated take on Southern cuisine that's perfectly suited to this neighborhood haunt's debonair crowd. Smothered lobster and shrimp casserole is richly dressed with pimento cheese grits and crawfish gravy; while hoppin' John pilau, made with Carolina gold rice, fried black-eyed peas, and roasted red pepper purée, is like risotto with a down-home twist.",10026,40.804787,-73.95221,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallagher's, Steakhouse,"A multi-million dollar renovation hasn't glossed over any of Gallagher's iconic character. Walls covered with photos of horses and jockeys harken back to the 85-year-old stallion's former proximity to the old Madison Square Garden. The menu's ""other soup"" is a sly reference held over from Prohibition days; and diners still walk past the window-fronted meat locker where slabs of USDA Prime beef are dry-aged. Gallagher's fresh sparkle is exhibited by the display kitchen, set behind glass panes. The chefs here turn out contemporary-minded fare like hamachi crudo with a yuzu-jalapeño vinaigrette to go with choice cuts of meat grilled over hickory. The rib steak is a bone-in ribeye that arrives mouthwateringly tender with a side of warm and savory house sauce.",10019,40.762928,-73.983864,62.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Mozzarella & Vino, Italian,"Spoiler alert: as the moniker of this midtown treasure implies, the star of the show here is mozzarella di bufala. Bring your appetite to the pretty, narrow space, which features whitewashed brick and taupe walls lined with mirrors and brown leather banquettes, and attempt to choose a version (there are many) of the milky cheese. Can't decide? Our favorites saw it rolled with grilled sweet peppers hinting of anchovies and presented sliced over arugula; as well as diced and stuffed into a trio of golden-brown, crumb-coated arancini filled with sweet pea-studded creamy rice. A salad of avocado and shaved fennel with citrus segments and fresh mint is a refreshing starter, and the short list of entrées indulges with a hearty, oven-baked pasta of the day.",10019,40.76191,-73.977394,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hirohisa, Japanese,"There's nothing like a discreet entrance to raise expectations-and Hirohisa is nicely concealed on Thompson Street. When you do find it you enter into a stylish, beautifully understated and meticulously laid out room that wouldn't look out of place in the pages of ""Wallpaper"" magazine. It's run with considerable charm by a discreet and very courteous Japanese team. A lack of headings makes the two-page menu a daunting document so, instead of trying to construct your own meal, you're better off letting the chefs decide by going for the balanced and seasonal dishes of the seven- or nine-course omakase. Two things will quickly become clear: the ingredients are exceptional and the technical skills of the chefs considerable. This is food that is as rewarding to eat as it is restorative; standouts will be the lingering flavor of Washu beef, perfectly grilled anago, and anything with uni or their homemade tofu. There are tables available but it's so much more satisfying to sit at the counter and engage with the chefs-this way, you may even find that there are a few more dishes in their repertoire than they advertise.",10012,40.72452,-74.003006,62.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Regency Bar & Grill, Contemporary,"The Loews Regency now serves up a contemporary vision of hotel dining that can stand entirely on its own. Fully-stocked glass-and-metal shelves at the bar invites passersby to ditch Park Avenue for a cocktail before sinking into the plush dining room, where ivory leather and sky-blue velvet seating is laid out over carpeting inspired by Italian mosaic tiles. The setting's fresh face is a fitting home for Chef Dan Silverman's au courant cuisine in which shaved radishes and julienned snow peas are combined with pickled shiitake mushrooms and sesame dressing for an inspired salad. Grilled double-cut lamb loin chop, cooked perfectly to spec and plated with a stack of panisse- and mint-infused béarnaise sauce, is a sweet dream in the making.",10065,40.76441,-73.96899,62.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ristorante Morini, Italian,"Altamarea Group's prime Madison Avenue corner boasts a lively street-level lounge and second story window-lined dining room where even children in tow are properly attired for lunch. Despite the high-rent address, Ristorante Morini offers an economical lunch prix-fixe, a late-night pasta special early in the week, and family-style Sunday supper. Slick Italian dining is the draw here, as demonstrated by the likes of bigeye tuna crudo plated with pickled onions, nettle pesto, and fried salt-cured capers with a crouton-like crunch; or veal Milanese draped with prosciutto and melted fontina. Desserts continue to be a highlight, as in a cooling coppa of vanilla bean gelato and strawberry sorbet, whipped cream, basil, and crunchy meringue.",10028,40.78055,-73.9589,62.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tessa, Mediterranean,"An industrial-inspired enoteca, Tessa makes a huge, packed room feel intimate enough for a date-a feat in New York. A wine rack made of steel cables, metal security gates across the ceiling, and exposed brick complete the modern vineria look that is simply smart and very unique. Gorgeous French walnut boards holding cheese and salumi makes the food even more enticing. Pasta here can be at once luxurious and comforting, as in the cavatelli topped with rabbit and pancetta ragù with smoky-sweet cipollini. Grilled entrées may include a swordfish steak with a slightly tangy white wine-artichoke barigoule and citrusy caper gremolata. For dessert, don't miss the thick, cool coffee pot de crème topped with cardamom sablé and sweet date purée.",10024,40.781517,-73.97941,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gladys, Caribbean,"A popular sandwich shop turned Caribbean joint, Gladys makes it possible to sip a custom cocktail and live the Caribbean dream without leaving Crown Heights. Chef/owner Michael Jacober has transformed this corner location into a festive, turquoise destination, with a kitchen full of cooks roasting, grilling, and pan-frying jerk specialties, including fresh lobster. It's no surprise that the wood-fired, whole porgy makes for a delicious and generous dish, with its smoky notes and accents like refreshing cucumber, pickled onion, and mango. Whale-sized, unshelled, and peppered shrimp arrive head-on with traditional Jamaican garlic, habanero, and a flirtatious dash of allspice. Dishes are remarkably luscious and flavor-packed at budget prices.",11238,40.671658,-73.95772,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lea, Italian,"From its prime corner location with sidewalk seating to its all-glass façade, Lea is quite the looker. But its substance lives up to the pretty face, with a breezy vibe and eccentric accents like reclaimed wood and dismantled water tower segments that cover the ceiling. The food is an equally lovely collection of Italian dishes made with a degree of deference to the country's regional cuisines. Don't miss the expert cannelloni served Neapolitan-style: stuffed with ricotta and braised lamb, covered with a sensational ragù di pomodoro, and baked to the perfect texture in a wood-burning oven. On the lighter side, try the smartly made panzanella that pairs braised squid with root vegetables and a fragrant, herb-laced sheep's milk yogurt dressing.",11218,40.639496,-73.96797,37.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The River Café, Contemporary,"Thanks to its enviable location and stunning skyline vistas, this waterside favorite more than lives up to its reputation as one of the dreamiest escapes in town. Delicate details like fresh, fragrant flowers, beautifully set tables, and cozy rattan chairs make for romantic environs-and though the tight space has a way of turning intimate whispers into public displays of affection, all will be forgiven after a bite or two of Chef Brad Steelman's solid-as-ever cuisine. Launch into plump wild shrimp smothered in creamy Hollandaise and served with crunchy white asparagus for added texture; or the perfectly crisped crab cake arranged with creamy uni, avocado, and a light herb salad. Pearly white halibut with roasted maitakes is a testament to the kitchen's focus on simplicity and supreme freshness, while a glistening rack of mint- and mustard seed-glazed lamb-charred on the outside with an evenly pink interior-exemplifies its artistry. Enjoy dessert, as the mouthwatering offerings (think milk chocolate soufflé with melted marshmallow, or dark chocolate marquise topped with a replica of the nearby Brooklyn Bridge) are a veritable education in soigné presentations and sumptuous flavors.",10038,40.703613,-73.994774,112.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
